DrugBank ID,Common name
Compound::DB00857,Terbinafine
Compound::DB00858,Drostanolone
Compound::DB00859,Penicillamine
Compound::DB00860,Prednisolone
Compound::DB00861,Diflunisal
Compound::DB00862,Vardenafil
Compound::DB00863,Ranitidine
Compound::DB00864,Tacrolimus
Compound::DB00865,Benzphetamine
Compound::DB00866,Alprenolol
Compound::DB00867,Ritodrine
Compound::DB00868,Benzonatate
Compound::DB00869,Dorzolamide
Compound::DB00870,Suprofen
Compound::DB00871,Terbutaline
Compound::DB00872,Conivaptan
Compound::DB14596,Loteprednol etabonate
Compound::DB00874,Guaifenesin
Compound::DB00875,Flupentixol
Compound::DB00876,Eprosartan
Compound::DB00877,Sirolimus
Compound::DB00878,Chlorhexidine
Compound::DB00879,Emtricitabine
Compound::DB00880,Chlorothiazide
Compound::DB00881,Quinapril
Compound::DB00882,Clomifene
Compound::DB00883,Isosorbide dinitrate
Compound::DB00884,Risedronic acid
Compound::DB00885,Pemirolast
Compound::DB00886,Omapatrilat
Compound::DB00887,Bumetanide
Compound::DB00888,Mechlorethamine
Compound::DB00889,Granisetron
Compound::DB00890,Dienestrol
Compound::DB00891,Sulfapyridine
Compound::DB00892,Oxybuprocaine
Compound::DB00893,Iron Dextran
Compound::DB00894,Testolactone
Compound::DB00895,Benzylpenicilloyl polylysine
Compound::DB00896,Rimexolone
Compound::DB00897,Triazolam
Compound::DB00898,Ethanol
Compound::DB00899,Remifentanil
Compound::DB00900,Didanosine
Compound::DB00901,Bitolterol
Compound::DB00902,Methdilazine
Compound::DB00903,Etacrynic acid
Compound::DB00904,Ondansetron
Compound::DB00905,Bimatoprost
Compound::DB00906,Tiagabine
Compound::DB00907,Cocaine
Compound::DB00908,Quinidine
Compound::DB00909,Zonisamide
Compound::DB00910,Paricalcitol
Compound::DB00911,Tinidazole
Compound::DB00912,Repaglinide
Compound::DB00913,Anileridine
Compound::DB00914,Phenformin
Compound::DB00915,Amantadine
Compound::DB00916,Metronidazole
Compound::DB00917,Dinoprostone
Compound::DB00918,Almotriptan
Compound::DB00919,Spectinomycin
Compound::DB00920,Ketotifen
Compound::DB00921,Buprenorphine
Compound::DB00922,Levosimendan
Compound::DB00923,Ceforanide
Compound::DB00924,Cyclobenzaprine
Compound::DB00925,Phenoxybenzamine
Compound::DB00926,Etretinate
Compound::DB00927,Famotidine
Compound::DB00928,Azacitidine
Compound::DB00929,Misoprostol
Compound::DB00930,Colesevelam
Compound::DB00931,Metacycline
Compound::DB00932,Tipranavir
Compound::DB00933,Mesoridazine
Compound::DB00934,Maprotiline
Compound::DB00935,Oxymetazoline
Compound::DB00936,Salicylic acid
Compound::DB00937,Diethylpropion
Compound::DB00938,Salmeterol
Compound::DB00939,Meclofenamic acid
Compound::DB00940,Methantheline
Compound::DB00941,Hexafluronium
Compound::DB00942,Cycrimine
Compound::DB00943,Zalcitabine
Compound::DB00944,Demecarium
Compound::DB00945,Acetylsalicylic acid
Compound::DB00946,Phenprocoumon
Compound::DB00947,Fulvestrant
Compound::DB00948,Mezlocillin
Compound::DB00949,Felbamate
Compound::DB00950,Fexofenadine
Compound::DB00951,Isoniazid
Compound::DB00952,Naratriptan
Compound::DB00953,Rizatriptan
Compound::DB00954,Dirithromycin
Compound::DB00955,Netilmicin
Compound::DB00956,Hydrocodone
Compound::DB00957,Norgestimate
Compound::DB00958,Carboplatin
Compound::DB00959,Methylprednisolone
Compound::DB00960,Pindolol
Compound::DB00961,Mepivacaine
Compound::DB00962,Zaleplon
Compound::DB00963,Bromfenac
Compound::DB00964,Apraclonidine
Compound::DB00965,Ethiodized oil
Compound::DB00966,Telmisartan
Compound::DB00967,Desloratadine
Compound::DB00968,Methyldopa
Compound::DB00969,Alosetron
Compound::DB00970,Dactinomycin
Compound::DB00971,Selenium Sulfide
Compound::DB00972,Azelastine
Compound::DB00973,Ezetimibe
Compound::DB00974,Edetic acid
Compound::DB00975,Dipyridamole
Compound::DB00976,Telithromycin
Compound::DB00977,Ethinylestradiol
Compound::DB00978,Lomefloxacin
Compound::DB00979,Cyclopentolate
Compound::DB00980,Ramelteon
Compound::DB00981,Physostigmine
Compound::DB00982,Isotretinoin
Compound::DB00983,Formoterol
Compound::DB00984,Nandrolone phenpropionate
Compound::DB00985,Dimenhydrinate
Compound::DB00986,Glycopyrronium
Compound::DB00987,Cytarabine
Compound::DB00988,Dopamine
Compound::DB00989,Rivastigmine
Compound::DB00990,Exemestane
Compound::DB00991,Oxaprozin
Compound::DB00992,Methyl aminolevulinate
Compound::DB00993,Azathioprine
Compound::DB00994,Neomycin
Compound::DB00995,Auranofin
Compound::DB00996,Gabapentin
Compound::DB00997,Doxorubicin
Compound::DB00998,Frovatriptan
Compound::DB00999,Hydrochlorothiazide
Compound::DB01000,Cyclacillin
Compound::DB01001,Albuterol
Compound::DB01002,Levobupivacaine
Compound::DB01003,Cromoglicic acid
Compound::DB01004,Ganciclovir
Compound::DB01005,Hydroxyurea
Compound::DB01006,Letrozole
Compound::DB01007,Tioconazole
Compound::DB01008,Busulfan
Compound::DB01009,Ketoprofen
Compound::DB01010,Edrophonium
Compound::DB01011,Metyrapone
Compound::DB01012,Cinacalcet
Compound::DB01013,Clobetasol propionate
Compound::DB01014,Balsalazide
Compound::DB01015,Sulfamethoxazole
Compound::DB01016,Glyburide
Compound::DB01017,Minocycline
Compound::DB01018,Guanfacine
Compound::DB01019,Bethanechol
Compound::DB01020,Isosorbide mononitrate
Compound::DB01021,Trichlormethiazide
Compound::DB01022,Phylloquinone
Compound::DB01023,Felodipine
Compound::DB01024,Mycophenolic acid
Compound::DB01025,Amlexanox
Compound::DB01026,Ketoconazole
Compound::DB01028,Methoxyflurane
Compound::DB01029,Irbesartan
Compound::DB01030,Topotecan
Compound::DB01031,Ethinamate
Compound::DB01032,Probenecid
Compound::DB01033,Mercaptopurine
Compound::DB01034,Cerulenin
Compound::DB01035,Procainamide
Compound::DB01036,Tolterodine
Compound::DB01037,Selegiline
Compound::DB01038,Carphenazine
Compound::DB01039,Fenofibrate
Compound::DB01041,Thalidomide
Compound::DB01042,Melphalan
Compound::DB01043,Memantine
Compound::DB01044,Gatifloxacin
Compound::DB01045,Rifampin
Compound::DB01046,Lubiprostone
Compound::DB01047,Fluocinonide
Compound::DB01048,Abacavir
Compound::DB01049,Ergoloid mesylate
Compound::DB01050,Ibuprofen
Compound::DB01051,Novobiocin
Compound::DB01053,Benzylpenicillin
Compound::DB01054,Nitrendipine
Compound::DB01055,Mimosine
Compound::DB01056,Tocainide
Compound::DB01057,Echothiophate
Compound::DB01058,Praziquantel
Compound::DB01059,Norfloxacin
Compound::DB01060,Amoxicillin
Compound::DB01061,Azlocillin
Compound::DB01062,Oxybutynin
Compound::DB01063,Acetophenazine
Compound::DB01064,Isoprenaline
Compound::DB01065,Melatonin
Compound::DB01066,Cefditoren
Compound::DB01067,Glipizide
Compound::DB01068,Clonazepam
Compound::DB01069,Promethazine
Compound::DB01070,Dihydrotachysterol
Compound::DB01071,Mequitazine
Compound::DB01072,Atazanavir
Compound::DB01073,Fludarabine
Compound::DB01074,Perhexiline
Compound::DB01075,Diphenhydramine
Compound::DB01076,Atorvastatin
Compound::DB01077,Etidronic acid
Compound::DB01078,Deslanoside
Compound::DB01079,Tegaserod
Compound::DB01080,Vigabatrin
Compound::DB01081,Diphenoxylate
Compound::DB01082,Streptomycin
Compound::DB01083,Orlistat
Compound::DB01084,Emedastine
Compound::DB01085,Pilocarpine
Compound::DB01086,Benzocaine
Compound::DB01087,Primaquine
Compound::DB01088,Iloprost
Compound::DB01089,Deserpidine
Compound::DB01090,Pentolinium
Compound::DB01091,Butenafine
Compound::DB01092,Ouabain
Compound::DB01093,Dimethyl sulfoxide
Compound::DB01094,Hesperetin
Compound::DB01095,Fluvastatin
Compound::DB01096,Oxamniquine
Compound::DB01097,Leflunomide
Compound::DB01098,Rosuvastatin
Compound::DB01099,Flucytosine
Compound::DB01100,Pimozide
Compound::DB01101,Capecitabine
Compound::DB01102,Arbutamine
Compound::DB01103,Quinacrine
Compound::DB01104,Sertraline
Compound::DB01105,Sibutramine
Compound::DB01106,Levocabastine
Compound::DB01107,Methyprylon
Compound::DB01108,Trilostane
Compound::DB01109,Heparin
Compound::DB01110,Miconazole
Compound::DB01111,Colistimethate
Compound::DB01112,Cefuroxime
Compound::DB01113,Papaverine
Compound::DB01114,Chlorpheniramine
Compound::DB01115,Nifedipine
Compound::DB01116,Trimethaphan
Compound::DB01117,Atovaquone
Compound::DB01118,Amiodarone
Compound::DB01119,Diazoxide
Compound::DB01120,Gliclazide
Compound::DB01121,Phenacemide
Compound::DB01122,Ambenonium
Compound::DB01123,Proflavine
Compound::DB01124,Tolbutamide
Compound::DB01125,Anisindione
Compound::DB01126,Dutasteride
Compound::DB01127,Econazole
Compound::DB01128,Bicalutamide
Compound::DB01129,Rabeprazole
Compound::DB01130,Prednicarbate
Compound::DB01131,Proguanil
Compound::DB01132,Pioglitazone
Compound::DB01133,Tiludronic acid
Compound::DB01134,Desoxycorticosterone pivalate
Compound::DB01135,Doxacurium
Compound::DB01136,Carvedilol
Compound::DB01137,Levofloxacin
Compound::DB01138,Sulfinpyrazone
Compound::DB01139,Cefapirin
Compound::DB01140,Cefadroxil
Compound::DB01141,Micafungin
Compound::DB01142,Doxepin
Compound::DB01143,Amifostine
Compound::DB01144,Diclofenamide
Compound::DB01145,Sulfoxone
Compound::DB01146,Diphenylpyraline
Compound::DB01147,Cloxacillin
Compound::DB01148,Flavoxate
Compound::DB01149,Nefazodone
Compound::DB01150,Cefprozil
Compound::DB01151,Desipramine
Compound::DB01152,Candicidin
Compound::DB01153,Sertaconazole
Compound::DB01154,Thiamylal
Compound::DB01155,Gemifloxacin
Compound::DB01156,Bupropion
Compound::DB01157,Trimetrexate
Compound::DB01158,Bretylium
Compound::DB01159,Halothane
Compound::DB01160,Dinoprost tromethamine
Compound::DB01161,Chloroprocaine
Compound::DB01162,Terazosin
Compound::DB01163,Amdinocillin
Compound::DB01164,Calcium chloride
Compound::DB01165,Ofloxacin
Compound::DB01166,Cilostazol
Compound::DB01167,Itraconazole
Compound::DB01168,Procarbazine
Compound::DB01169,Arsenic trioxide
Compound::DB01170,Guanethidine
Compound::DB01171,Moclobemide
Compound::DB01172,Kanamycin
Compound::DB01173,Orphenadrine
Compound::DB01174,Phenobarbital
Compound::DB01175,Escitalopram
Compound::DB01176,Cyclizine
Compound::DB01177,Idarubicin
Compound::DB01178,Chlormezanone
Compound::DB01179,Podofilox
Compound::DB01180,Rescinnamine
Compound::DB01181,Ifosfamide
Compound::DB01182,Propafenone
Compound::DB01183,Naloxone
Compound::DB01184,Domperidone
Compound::DB01185,Fluoxymesterone
Compound::DB01186,Pergolide
Compound::DB01187,Iophendylate
Compound::DB01188,Ciclopirox
Compound::DB01189,Desflurane
Compound::DB01190,Clindamycin
Compound::DB01191,Dexfenfluramine
Compound::DB01192,Oxymorphone
Compound::DB01193,Acebutolol
Compound::DB01194,Brinzolamide
Compound::DB01195,Flecainide
Compound::DB01196,Estramustine
Compound::DB01197,Captopril
Compound::DB01198,Zopiclone
Compound::DB01199,Tubocurarine
Compound::DB01200,Bromocriptine
Compound::DB01201,Rifapentine
Compound::DB01202,Levetiracetam
Compound::DB01203,Nadolol
Compound::DB01204,Mitoxantrone
Compound::DB01205,Flumazenil
Compound::DB01206,Lomustine
Compound::DB01207,Ridogrel
Compound::DB01208,Sparfloxacin
Compound::DB01209,Dezocine
Compound::DB01210,Levobunolol
Compound::DB01211,Clarithromycin
Compound::DB01212,Ceftriaxone
Compound::DB01213,Fomepizole
Compound::DB01214,Metipranolol
Compound::DB01215,Estazolam
Compound::DB01216,Finasteride
Compound::DB01217,Anastrozole
Compound::DB01218,Halofantrine
Compound::DB01219,Dantrolene
Compound::DB01220,Rifaximin
Compound::DB01221,Ketamine
Compound::DB01222,Budesonide
Compound::DB01223,Aminophylline
Compound::DB01224,Quetiapine
Compound::DB01225,Enoxaparin
Compound::DB01226,Mivacurium
Compound::DB01227,Levacetylmethadol
Compound::DB01228,Encainide
Compound::DB01229,Paclitaxel
Compound::DB01230,Pemoline
Compound::DB01231,Diphenidol
Compound::DB01232,Saquinavir
Compound::DB01233,Metoclopramide
Compound::DB01234,Dexamethasone
Compound::DB01235,Levodopa
Compound::DB01236,Sevoflurane
Compound::DB01237,Bromodiphenhydramine
Compound::DB01238,Aripiprazole
Compound::DB01239,Chlorprothixene
Compound::DB01240,Epoprostenol
Compound::DB01241,Gemfibrozil
Compound::DB01242,Clomipramine
Compound::DB01243,Chloroxine
Compound::DB01244,Bepridil
Compound::DB01245,Decamethonium
Compound::DB01246,Alimemazine
Compound::DB01247,Isocarboxazid
Compound::DB01248,Docetaxel
Compound::DB01249,Iodixanol
Compound::DB01250,Olsalazine
Compound::DB01251,Gliquidone
Compound::DB01252,Mitiglinide
Compound::DB01253,Ergometrine
Compound::DB01254,Dasatinib
Compound::DB01255,Lisdexamfetamine
Compound::DB01256,Retapamulin
Compound::DB01257,Eculizumab
Compound::DB01259,Lapatinib
Compound::DB01260,Desonide
Compound::DB01261,Sitagliptin
Compound::DB01262,Decitabine
Compound::DB01263,Posaconazole
Compound::DB01264,Darunavir
Compound::DB01265,Telbivudine
Compound::DB01266,Sinecatechins
Compound::DB01267,Paliperidone
Compound::DB01268,Sunitinib
Compound::DB01269,Panitumumab
Compound::DB01270,Ranibizumab
Compound::DB01271,Idursulfase
Compound::DB01272,Alglucosidase alfa
Compound::DB01273,Varenicline
Compound::DB01274,Arformoterol
Compound::DB01275,Hydralazine
Compound::DB01276,Exenatide
Compound::DB01277,Mecasermin
Compound::DB01278,Pramlintide
Compound::DB01279,Galsulfase
Compound::DB01280,Nelarabine
Compound::DB01281,Abatacept
Compound::DB01282,Carbetocin
Compound::DB01283,Lumiracoxib
Compound::DB01284,Tetracosactide
Compound::DB01285,Corticotropin
Compound::DB01288,Fenoterol
Compound::DB01289,Glisoxepide
Compound::DB01291,Pirbuterol
Compound::DB01294,Bismuth subsalicylate
Compound::DB01295,Bevantolol
Compound::DB01296,Glucosamine
Compound::DB01297,Practolol
Compound::DB01298,Sulfacytine
Compound::DB01299,Sulfadoxine
Compound::DB01301,Rolitetracycline
Compound::DB01303,Oxtriphylline
Compound::DB01306,Insulin aspart
Compound::DB01307,Insulin detemir
Compound::DB01309,Insulin glulisine
Compound::DB01319,Fosamprenavir
Compound::DB01320,Fosphenytoin
Compound::DB01321,Josamycin
Compound::DB01322,Kava
Compound::DB01323,St. John's Wort
Compound::DB01324,Polythiazide
Compound::DB01325,Quinethazone
Compound::DB01326,Cefamandole
Compound::DB01327,Cefazolin
Compound::DB01328,Cefonicid
Compound::DB01329,Cefoperazone
Compound::DB01330,Cefotetan
Compound::DB01331,Cefoxitin
Compound::DB01332,Ceftizoxime
Compound::DB01333,Cefradine
Compound::DB01336,Metocurine
Compound::DB01337,Pancuronium
Compound::DB01338,Pipecuronium
Compound::DB01339,Vecuronium
Compound::DB01340,Cilazapril
Compound::DB01341,Dihydroquinidine barbiturate
Compound::DB01342,Forasartan
Compound::DB01344,Tolevamer
Compound::DB01345,Potassium cation
Compound::DB01346,Quinidine barbiturate
Compound::DB01347,Saprisartan
Compound::DB01348,Spirapril
Compound::DB01349,Tasosartan
Compound::DB01351,Amobarbital
Compound::DB01352,Aprobarbital
Compound::DB01353,Butobarbital
Compound::DB01354,Heptabarbital
Compound::DB01355,Hexobarbital
Compound::DB01356,Lithium cation
Compound::DB01357,Mestranol
Compound::DB01359,Penbutolol
Compound::DB01362,Iohexol
Compound::DB01363,Ephedra sinica root
Compound::DB01364,Ephedrine
Compound::DB01365,Mephentermine
Compound::DB01366,Procaterol
Compound::DB01367,Rasagiline
Compound::DB01369,Quinupristin
Compound::DB01370,Aluminium
Compound::DB01373,Calcium
Compound::DB01375,Aluminium monostearate
Compound::DB01377,Magnesium oxide
Compound::DB01378,Magnesium cation
Compound::DB01380,Cortisone acetate
Compound::DB01381,Ginkgo biloba
Compound::DB01382,Glymidine
Compound::DB01384,Paramethasone
Compound::DB01388,Mibefradil
Compound::DB01390,Sodium bicarbonate
Compound::DB01392,Yohimbine
Compound::DB01393,Bezafibrate
Compound::DB01394,Colchicine
Compound::DB01395,Drospirenone
Compound::DB01396,Digitoxin
Compound::DB01397,Magnesium salicylate
Compound::DB01399,Salsalate
Compound::DB01400,Neostigmine
Compound::DB01401,Choline magnesium trisalicylate
Compound::DB01403,Methotrimeprazine
Compound::DB01404,Ginseng
Compound::DB01405,Temafloxacin
Compound::DB01406,Danazol
Compound::DB01407,Clenbuterol
Compound::DB01408,Bambuterol
Compound::DB01409,Tiotropium
Compound::DB01410,Ciclesonide
Compound::DB01411,Pranlukast
Compound::DB01412,Theobromine
Compound::DB01413,Cefepime
Compound::DB01414,Cefacetrile
Compound::DB01415,Ceftibuten
Compound::DB01416,Cefpodoxime
Compound::DB01418,Acenocoumarol
Compound::DB01419,Antrafenine
Compound::DB01420,Testosterone propionate
Compound::DB01421,Paromomycin
Compound::DB01422,Nitroxoline
Compound::DB01423,Stepronin
Compound::DB01424,Aminophenazone
Compound::DB01425,Alizapride
Compound::DB01426,Ajmaline
Compound::DB01427,Amrinone
Compound::DB01428,Oxybenzone
Compound::DB01429,Aprindine
Compound::DB01430,Almitrine
Compound::DB01431,Allylestrenol
Compound::DB01432,Cholestyramine
Compound::DB01433,Methadyl acetate
Compound::DB01434,19-norandrostenedione
Compound::DB01435,Antipyrine
Compound::DB01436,Alfacalcidol
Compound::DB01437,Glutethimide
Compound::DB01438,Phenazopyridine
Compound::DB01439,3-Methylthiofentanyl
Compound::DB01440,gamma-Hydroxybutyric acid
Compound::DB01441,"5-Methoxy-N,N-diisopropyltryptamine"
Compound::DB01442,MMDA
Compound::DB01443,19-Nor-5-androstenedione
Compound::DB01444,Dimethylthiambutene
Compound::DB01445,Bufotenine
Compound::DB01446,Indopan
Compound::DB01447,4-Methylaminorex
Compound::DB01448,19-Nor-4-androstenedione
Compound::DB01450,Dihydroetorphine
Compound::DB01451,1-Androstenedione
Compound::DB01452,Diamorphine
Compound::DB01453,Beta-hydroxyfentanyl
Compound::DB01454,Midomafetamine
Compound::DB01455,19-Nor-5-androstenediol
Compound::DB01456,5-androstenedione
Compound::DB01458,"2,5-Dimethoxy-4-(n)-propylthiophenethylamine"
Compound::DB01459,Bezitramide
Compound::DB01460,Diethyltryptamine
Compound::DB01461,Dimenoxadol
Compound::DB01462,Etonitazene
Compound::DB01463,Fencamfamin
Compound::DB01464,Furethidine
Compound::DB01465,"2,5-Dimethoxyamphetamine"
Compound::DB01466,Ethylmorphine
Compound::DB01467,"2,5-Dimethoxy-4-ethylamphetamine"
Compound::DB01468,Ethylmethylthiambutene
Compound::DB01469,Acetorphine
Compound::DB01470,alpha-methylthiofentanyl
Compound::DB01471,Bolasterone
Compound::DB01472,4-Methoxyamphetamine
Compound::DB01473,Betaprodine
Compound::DB01474,"17alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene"
Compound::DB01475,Dioxaphetyl butyrate
Compound::DB01476,Haloxazolam
Compound::DB01477,Codeine methylbromide
Compound::DB01478,Desmethylprodine
Compound::DB01479,BA-2664
Compound::DB01480,Cyprenorphine
Compound::DB01481,1-Testosterone
Compound::DB01482,Fenethylline
Compound::DB01483,Barbital
Compound::DB01484,"4-Bromo-2,5-dimethoxyamphetamine"
Compound::DB01485,4-Hydroxytestosterone
Compound::DB01486,Cathine
Compound::DB01487,Embutramide
Compound::DB01488,Dimethyltryptamine
Compound::DB01489,Camazepam
Compound::DB01490,Aminorex
Compound::DB01491,Dipipanone
Compound::DB01493,Ethylestrenol
Compound::DB01494,Chloral betaine
Compound::DB01495,Dichloralphenazone
Compound::DB01496,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione"
Compound::DB01497,Etorphine
Compound::DB01498,Alphamethadol
Compound::DB01499,Alphameprodine
Compound::DB01500,Oxabolone
Compound::DB01501,Difenoxin
Compound::DB01502,Diampromide
Compound::DB01503,1-Androstenediol
Compound::DB01505,Etoxeridine
Compound::DB01506,1-Phenylcyclohexylamine
Compound::DB01509,Tenamfetamine
Compound::DB01510,Dehydrochloromethyltestosterone
Compound::DB01511,Delorazepam
Compound::DB01512,Hydromorphinol
Compound::DB01513,"17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane"
Compound::DB01514,Furazabol
Compound::DB01515,Benzoylecgonine
Compound::DB01516,"3,4,5-Trimethoxyamphetamine"
Compound::DB01518,Benzethidine
